121.515720     25.053694
121.568640     24.999536
 0.8   1.211
 0.9   1.231
 1.0   1.257
 1.1   1.266
 1.2   1.356
 1.3   1.425
 1.4   1.443
 1.5   1.468
 1.6   1.496
 1.7   1.524
