121.431140     25.061472
121.387470     25.010056
 0.5   0.902
 0.6   0.903
 0.7   0.915
 0.8   0.927
 0.9   0.980
 1.0   1.019
 1.1   1.068
 1.2   1.118
 1.3   1.188
 1.4   1.242
 1.5   1.247
 1.6   1.248
 1.7   1.262
 1.8   1.290
