121.556200     25.064800
121.431140     25.061472
 1.0   0.970
 1.1   1.010
 1.2   1.053
 1.3   1.103
 1.4   1.134
 1.5   1.199
 1.6   1.236
 1.7   1.301
 1.8   1.349
 1.9   1.388
 2.0   1.424
 2.1   1.455
 2.2   1.481
 2.3   1.506
 2.4   1.531
 2.5   1.557
 2.6   1.582
