121.4180 25.0950  0.0000  0.9193
121.4180 25.0800  0.0000  0.9081
121.4180 25.0650  0.0000  0.8605
121.4180 25.0500  0.0000  0.7765
121.4180 25.0350  0.0000  0.7591
121.4180 25.0200  0.0000  0.9390
121.4180 25.0050  0.0000  1.1221
121.4180 24.9900  0.0000  0.8597
121.4180 24.9750  0.0000  0.8566
121.4350 25.2000  0.0000  0.9000
121.4350 25.1850  0.0000  0.9000
121.4350 25.1700  0.0000  0.8988
121.4350 25.1550  0.0000  0.8983
121.4350 25.1400  0.0000  0.9129
121.4350 25.1250  0.0000  0.9616
121.4350 25.1100  0.0000  1.0222
121.4350 25.0950  0.0000  1.0769
121.4350 25.0800  0.0000  0.9866
121.4350 25.0650  0.0000  0.9271
121.4350 25.0500  0.0000  0.8758
121.4350 25.0350  0.0000  0.6774
121.4350 25.0200  0.0000  1.2305
121.4350 25.0050  0.0000  1.0783
121.4350 24.9900  0.0000  0.6821
121.4350 24.9750  0.0000  0.7964
121.4520 25.2000  0.0000  0.9000
121.4520 25.1850  0.0000  0.9000
121.4520 25.1700  0.0000  0.9035
121.4520 25.1550  0.0000  0.9103
121.4520 25.1400  0.0000  0.9591
121.4520 25.1250  0.0000  1.0955
121.4520 25.1100  0.0000  0.9955
121.4520 25.0950  0.0000  0.8397
121.4520 25.0800  0.0000  1.0905
121.4520 25.0650  0.0000  0.9679
121.4520 25.0500  0.0000  0.7282
121.4520 25.0350  0.0000  0.5290
121.4520 25.0200  0.0000  1.1879
121.4520 25.0050  0.0000  0.8700
121.4520 24.9900  0.0000  0.5511
121.4520 24.9750  0.0000  0.7250
121.4690 25.2000  0.0000  0.9000
121.4690 25.1850  0.0000  0.9000
121.4690 25.1700  0.0000  0.9020
121.4690 25.1550  0.0000  0.9146
121.4690 25.1400  0.0000  1.0187
121.4690 25.1250  0.0000  0.9360
121.4690 25.1100  0.0000  0.7968
121.4690 25.0950  0.0000  0.8011
121.4690 25.0800  0.0000  1.3550
121.4690 25.0650  0.0000  0.5000
121.4690 25.0500  0.0000  0.5000
121.4690 25.0350  0.0000  0.9138
121.4690 25.0200  0.0000  0.7008
121.4690 25.0050  0.0000  1.0296
121.4690 24.9900  0.0000  0.6548
121.4690 24.9750  0.0000  0.7795
121.4860 25.2000  0.0000  0.9000
121.4860 25.1850  0.0000  0.9000
121.4860 25.1700  0.0000  0.8869
121.4860 25.1550  0.0000  0.8702
121.4860 25.1400  0.0000  0.6459
121.4860 25.1250  0.0000  0.5647
121.4860 25.1100  0.0000  0.5521
121.4860 25.0950  0.0000  0.7956
121.4860 25.0800  0.0000  1.1995
121.4860 25.0650  0.0000  0.5000
121.4860 25.0500  0.0000  0.5912
121.4860 25.0350  0.0000  1.4985
121.4860 25.0200  0.0000  1.4200
121.4860 25.0050  0.0000  1.3144
121.4860 24.9900  0.0000  0.7711
121.4860 24.9750  0.0000  0.8766
121.5030 25.2000  0.0000  0.9000
121.5030 25.1850  0.0000  0.9000
121.5030 25.1700  0.0000  0.8852
121.5030 25.1550  0.0000  0.8325
121.5030 25.1400  0.0000  0.6126
121.5030 25.1250  0.0000  0.5612
121.5030 25.1100  0.0000  0.9613
121.5030 25.0950  0.0000  0.7427
121.5030 25.0800  0.0000  0.8962
121.5030 25.0650  0.0000  0.7163
121.5030 25.0500  0.0000  0.8126
121.5030 25.0350  0.0000  1.2654
121.5030 25.0200  0.0000  0.9785
121.5030 25.0050  0.0000  0.5000
121.5030 24.9900  0.0000  0.7422
121.5030 24.9750  0.0000  0.8771
121.5200 25.2000  0.0000  0.9000
121.5200 25.1850  0.0000  0.9000
121.5200 25.1700  0.0000  0.8959
121.5200 25.1550  0.0000  0.8854
121.5200 25.1400  0.0000  0.8682
121.5200 25.1250  0.0000  0.9557
121.5200 25.1100  0.0000  0.9725
121.5200 25.0950  0.0000  1.1452
121.5200 25.0800  0.0000  1.5141
121.5200 25.0650  0.0000  1.1766
121.5200 25.0500  0.0000  1.1700
121.5200 25.0350  0.0000  1.0172
121.5200 25.0200  0.0000  0.6630
121.5200 25.0050  0.0000  0.5000
121.5200 24.9900  0.0000  0.7825
121.5200 24.9750  0.0000  0.8965
121.5370 25.2000  0.0000  0.9000
121.5370 25.1850  0.0000  0.9000
121.5370 25.1700  0.0000  0.8996
121.5370 25.1550  0.0000  0.8985
121.5370 25.1400  0.0000  0.9097
121.5370 25.1250  0.0000  0.9951
121.5370 25.1100  0.0000  0.9291
121.5370 25.0950  0.0000  0.9469
121.5370 25.0800  0.0000  1.1405
121.5370 25.0650  0.0000  1.4173
121.5370 25.0500  0.0000  1.4109
121.5370 25.0350  0.0000  1.3351
121.5370 25.0200  0.0000  1.2035
121.5370 25.0050  0.0000  1.1110
121.5370 24.9900  0.0000  1.0714
121.5370 24.9750  0.0000  0.9350
121.5540 25.2000  0.0000  0.9000
121.5540 25.1850  0.0000  0.9000
121.5540 25.1700  0.0000  0.8976
121.5540 25.1550  0.0000  0.8963
121.5540 25.1400  0.0000  0.9035
121.5540 25.1250  0.0000  0.9303
121.5540 25.1100  0.0000  0.9874
121.5540 25.0950  0.0000  1.0026
121.5540 25.0800  0.0000  0.9195
121.5540 25.0650  0.0000  0.8147
121.5540 25.0500  0.0000  0.5000
121.5540 25.0350  0.0000  0.7520
121.5540 25.0200  0.0000  0.6979
121.5540 25.0050  0.0000  0.8310
121.5540 24.9900  0.0000  1.0732
121.5540 24.9750  0.0000  0.9538
121.5710 25.2000  0.0000  0.9000
121.5710 25.1850  0.0000  0.9000
121.5710 25.1700  0.0000  0.8960
121.5710 25.1550  0.0000  0.8923
121.5710 25.1400  0.0000  0.8937
121.5710 25.1250  0.0000  0.9090
121.5710 25.1100  0.0000  0.9662
121.5710 25.0950  0.0000  1.0721
121.5710 25.0800  0.0000  1.2142
121.5710 25.0650  0.0000  0.7478
121.5710 25.0500  0.0000  0.6497
121.5710 25.0350  0.0000  1.2571
121.5710 25.0200  0.0000  1.2024
121.5710 25.0050  0.0000  1.1040
121.5710 24.9900  0.0000  1.0869
121.5710 24.9750  0.0000  0.9801
121.5880 25.2000  0.0000  0.9000
121.5880 25.1850  0.0000  0.9000
121.5880 25.1700  0.0000  0.8964
121.5880 25.1550  0.0000  0.8921
121.5880 25.1400  0.0000  0.8899
121.5880 25.1250  0.0000  0.8966
121.5880 25.1100  0.0000  0.9246
121.5880 25.0950  0.0000  1.0479
121.5880 25.0800  0.0000  1.1142
121.5880 25.0650  0.0000  1.0021
121.5880 25.0500  0.0000  1.0816
121.5880 25.0350  0.0000  1.2813
121.5880 25.0200  0.0000  1.3033
121.5880 25.0050  0.0000  1.2867
121.5880 24.9900  0.0000  1.1857
121.5880 24.9750  0.0000  0.9778
121.6050 25.2000  0.0000  0.9000
121.6050 25.1850  0.0000  0.9000
121.6050 25.1700  0.0000  0.8980
121.6050 25.1550  0.0000  0.8952
121.6050 25.1400  0.0000  0.8926
121.6050 25.1250  0.0000  0.8934
121.6050 25.1100  0.0000  0.9020
121.6050 25.0950  0.0000  0.9203
121.6050 25.0800  0.0000  0.9291
121.6050 25.0650  0.0000  0.9163
121.6050 25.0500  0.0000  0.9223
121.6050 25.0350  0.0000  0.9510
121.6050 25.0200  0.0000  0.9647
121.6050 25.0050  0.0000  0.9664
121.6050 24.9900  0.0000  0.9533
121.6050 24.9750  0.0000  0.9174
121.3500 25.2000  0.2000  1.0200
121.3500 25.1850  0.2000  1.0200
121.3500 25.1700  0.2000  1.0200
121.3500 25.1550  0.2000  1.0200
121.3500 25.1400  0.2000  1.0200
121.3500 25.1250  0.2000  1.0200
121.3500 25.1100  0.2000  1.0200
121.3500 25.0950  0.2000  1.0200
121.3500 25.0800  0.2000  1.0200
121.3500 25.0650  0.2000  1.0200
121.3500 25.0500  0.2000  1.0200
121.3500 25.0350  0.2000  1.0200
121.3500 25.0200  0.2000  1.0200
121.3500 25.0050  0.2000  1.0200
121.3500 24.9900  0.2000  1.0200
121.3500 24.9750  0.2000  1.0200
121.3670 25.2000  0.2000  1.0200
121.3670 25.1850  0.2000  1.0200
121.3670 25.1700  0.2000  1.0182
121.3670 25.1550  0.2000  1.0154
121.3670 25.1400  0.2000  1.0122
121.3670 25.1250  0.2000  1.0108
121.3670 25.1100  0.2000  1.0121
121.3670 25.0950  0.2000  1.0149
121.3670 25.0800  0.2000  1.0179
121.3670 25.0650  0.2000  1.0193
121.3670 25.0500  0.2000  1.0188
121.3670 25.0350  0.2000  1.0196
121.3670 25.0200  0.2000  1.0257
121.3670 25.0050  0.2000  1.0333
121.3670 24.9900  0.2000  1.0265
121.3670 24.9750  0.2000  1.0200
121.3840 25.2000  0.2000  1.0200
121.3840 25.1850  0.2000  1.0182
121.3840 25.1700  0.2000  1.0124
121.3840 25.1550  0.2000  1.0092
121.3840 25.1400  0.2000  1.0154
121.3840 25.1250  0.2000  1.0308
121.3840 25.1100  0.2000  1.0439
121.3840 25.0950  0.2000  1.0426
121.3840 25.0800  0.2000  1.0226
121.3840 25.0650  0.2000  0.9897
121.3840 25.0500  0.2000  0.9637
121.3840 25.0350  0.2000  0.9659
121.3840 25.0200  0.2000  0.9996
121.3840 25.0050  0.2000  1.0298
121.3840 24.9900  0.2000  1.0125
121.3840 24.9750  0.2000  1.0032
121.4010 25.2000  0.2000  1.0200
121.4010 25.1850  0.2000  1.0161
121.4010 25.1700  0.2000  1.0126
121.4010 25.1550  0.2000  1.0192
121.4010 25.1400  0.2000  1.0494
121.4010 25.1250  0.2000  1.0970
121.4010 25.1100  0.2000  1.1306
121.4010 25.0950  0.2000  1.1196
121.4010 25.0800  0.2000  1.0608
121.4010 25.0650  0.2000  0.9721
121.4010 25.0500  0.2000  0.9004
121.4010 25.0350  0.2000  0.9047
121.4010 25.0200  0.2000  0.9991
121.4010 25.0050  0.2000  1.0853
121.4010 24.9900  0.2000  1.0147
121.4010 24.9750  0.2000  0.9763
121.4180 25.2000  0.2000  1.0200
121.4180 25.1850  0.2000  1.0156
121.4180 25.1700  0.2000  1.0222
121.4180 25.1550  0.2000  1.0539
121.4180 25.1400  0.2000  1.1306
121.4180 25.1250  0.2000  1.2353
121.4180 25.1100  0.2000  1.3009
121.4180 25.0950  0.2000  1.2702
121.4180 25.0800  0.2000  1.1570
121.4180 25.0650  0.2000  0.9823
121.4180 25.0500  0.2000  0.8340
121.4180 25.0350  0.2000  0.8445
121.4180 25.0200  0.2000  1.0885
121.4180 25.0050  0.2000  1.1818
121.4180 24.9900  0.2000  0.9472
121.4180 24.9750  0.2000  0.9085
121.4350 25.2000  0.2000  1.0200
121.4350 25.1850  0.2000  1.0188
121.4350 25.1700  0.2000  1.0334
121.4350 25.1550  0.2000  1.0922
121.4350 25.1400  0.2000  1.2251
121.4350 25.1250  0.2000  1.3973
121.4350 25.1100  0.2000  1.4863
121.4350 25.0950  0.2000  1.4328
121.4350 25.0800  0.2000  1.2948
121.4350 25.0650  0.2000  1.0524
121.4350 25.0500  0.2000  0.8534
121.4350 25.0350  0.2000  0.8262
121.4350 25.0200  0.2000  1.2058
121.4350 25.0050  0.2000  1.1414
121.4350 24.9900  0.2000  0.7824
121.4350 24.9750  0.2000  0.8093
121.4520 25.2000  0.2000  1.0200
121.4520 25.1850  0.2000  1.0235
121.4520 25.1700  0.2000  1.0227
121.4520 25.1550  0.2000  1.0784
121.4520 25.1400  0.2000  1.2317
121.4520 25.1250  0.2000  1.4034
121.4520 25.1100  0.2000  1.3514
121.4520 25.0950  0.2000  1.2731
121.4520 25.0800  0.2000  1.2917
121.4520 25.0650  0.2000  0.9375
121.4520 25.0500  0.2000  0.6943
121.4520 25.0350  0.2000  0.6708
121.4520 25.0200  0.2000  1.0561
121.4520 25.0050  0.2000  0.9729
121.4520 24.9900  0.2000  0.6806
121.4520 24.9750  0.2000  0.7638
121.4690 25.2000  0.2000  1.0200
121.4690 25.1850  0.2000  1.0220
121.4690 25.1700  0.2000  0.9681
121.4690 25.1550  0.2000  0.9590
121.4690 25.1400  0.2000  1.0341
121.4690 25.1250  0.2000  1.1216
121.4690 25.1100  0.2000  0.9845
121.4690 25.0950  0.2000  1.0169
121.4690 25.0800  0.2000  1.1823
121.4690 25.0650  0.2000  0.5545
121.4690 25.0500  0.2000  0.5196
121.4690 25.0350  0.2000  0.7332
121.4690 25.0200  0.2000  0.8716
121.4690 25.0050  0.2000  1.0117
121.4690 24.9900  0.2000  0.8109
121.4690 24.9750  0.2000  0.8518
121.4860 25.2000  0.2000  1.0200
121.4860 25.1850  0.2000  1.0069
121.4860 25.1700  0.2000  0.8906
121.4860 25.1550  0.2000  0.7512
121.4860 25.1400  0.2000  0.5999
121.4860 25.1250  0.2000  0.7396
121.4860 25.1100  0.2000  0.6896
121.4860 25.0950  0.2000  0.7885
121.4860 25.0800  0.2000  1.0464
121.4860 25.0650  0.2000  0.6670
121.4860 25.0500  0.2000  0.7459
121.4860 25.0350  0.2000  1.2077
121.4860 25.0200  0.2000  1.2512
121.4860 25.0050  0.2000  1.1662
121.4860 24.9900  0.2000  0.9322
121.4860 24.9750  0.2000  0.9429
121.5030 25.2000  0.2000  1.0200
121.5030 25.1850  0.2000  1.0052
121.5030 25.1700  0.2000  0.8924
121.5030 25.1550  0.2000  0.7480
121.5030 25.1400  0.2000  0.6051
121.5030 25.1250  0.2000  0.7504
121.5030 25.1100  0.2000  0.8370
121.5030 25.0950  0.2000  0.8936
121.5030 25.0800  0.2000  1.1311
121.5030 25.0650  0.2000  0.9682
121.5030 25.0500  0.2000  1.0061
121.5030 25.0350  0.2000  1.2677
121.5030 25.0200  0.2000  1.0368
121.5030 25.0050  0.2000  0.7004
121.5030 24.9900  0.2000  0.8194
121.5030 24.9750  0.2000  0.9495
121.5200 25.2000  0.2000  1.0200
121.5200 25.1850  0.2000  1.0159
121.5200 25.1700  0.2000  0.9637
121.5200 25.1550  0.2000  0.9247
121.5200 25.1400  0.2000  0.9451
121.5200 25.1250  0.2000  1.1049
121.5200 25.1100  0.2000  1.2296
121.5200 25.0950  0.2000  1.4762
121.5200 25.0800  0.2000  1.7663
121.5200 25.0650  0.2000  1.6251
121.5200 25.0500  0.2000  1.4909
121.5200 25.0350  0.2000  1.3353
121.5200 25.0200  0.2000  0.9574
121.5200 25.0050  0.2000  0.7424
121.5200 24.9900  0.2000  0.9381
121.5200 24.9750  0.2000  1.0363
121.5370 25.2000  0.2000  1.0200
121.5370 25.1850  0.2000  1.0196
121.5370 25.1700  0.2000  1.0150
121.5370 25.1550  0.2000  1.0406
121.5370 25.1400  0.2000  1.1301
121.5370 25.1250  0.2000  1.2900
121.5370 25.1100  0.2000  1.3834
121.5370 25.0950  0.2000  1.5447
121.5370 25.0800  0.2000  1.7638
121.5370 25.0650  0.2000  1.7717
121.5370 25.0500  0.2000  1.6123
121.5370 25.0350  0.2000  1.4980
121.5370 25.0200  0.2000  1.3358
121.5370 25.0050  0.2000  1.2884
121.5370 24.9900  0.2000  1.3259
121.5370 24.9750  0.2000  1.2133
121.5540 25.2000  0.2000  1.0200
121.5540 25.1850  0.2000  1.0176
121.5540 25.1700  0.2000  1.0274
121.5540 25.1550  0.2000  1.0633
121.5540 25.1400  0.2000  1.1474
121.5540 25.1250  0.2000  1.2768
121.5540 25.1100  0.2000  1.3993
121.5540 25.0950  0.2000  1.4839
121.5540 25.0800  0.2000  1.4545
121.5540 25.0650  0.2000  1.1829
121.5540 25.0500  0.2000  0.9016
121.5540 25.0350  0.2000  1.1015
121.5540 25.0200  0.2000  1.2026
121.5540 25.0050  0.2000  1.3743
121.5540 24.9900  0.2000  1.5088
121.5540 24.9750  0.2000  1.3347
121.5710 25.2000  0.2000  1.0200
121.5710 25.1850  0.2000  1.0160
121.5710 25.1700  0.2000  1.0193
121.5710 25.1550  0.2000  1.0422
121.5710 25.1400  0.2000  1.1010
121.5710 25.1250  0.2000  1.2023
121.5710 25.1100  0.2000  1.3410
121.5710 25.0950  0.2000  1.4806
121.5710 25.0800  0.2000  1.4644
121.5710 25.0650  0.2000  1.0787
121.5710 25.0500  0.2000  0.9510
121.5710 25.0350  0.2000  1.4044
121.5710 25.0200  0.2000  1.6347
121.5710 25.0050  0.2000  1.7284
121.5710 24.9900  0.2000  1.7030
121.5710 24.9750  0.2000  1.4284
121.5880 25.2000  0.2000  1.0200
121.5880 25.1850  0.2000  1.0164
121.5880 25.1700  0.2000  1.0120
121.5880 25.1550  0.2000  1.0198
121.5880 25.1400  0.2000  1.0531
121.5880 25.1250  0.2000  1.1208
121.5880 25.1100  0.2000  1.2304
121.5880 25.0950  0.2000  1.3718
121.5880 25.0800  0.2000  1.4034
121.5880 25.0650  0.2000  1.2474
121.5880 25.0500  0.2000  1.2855
121.5880 25.0350  0.2000  1.6031
121.5880 25.0200  0.2000  1.8076
121.5880 25.0050  0.2000  1.8651
121.5880 24.9900  0.2000  1.7449
121.5880 24.9750  0.2000  1.4153
121.6050 25.2000  0.2000  1.0200
121.6050 25.1850  0.2000  1.0180
121.6050 25.1700  0.2000  1.0125
121.6050 25.1550  0.2000  1.0122
121.6050 25.1400  0.2000  1.0253
121.6050 25.1250  0.2000  1.0579
121.6050 25.1100  0.2000  1.1122
121.6050 25.0950  0.2000  1.1772
121.6050 25.0800  0.2000  1.2001
121.6050 25.0650  0.2000  1.1650
121.6050 25.0500  0.2000  1.2004
121.6050 25.0350  0.2000  1.3379
121.6050 25.0200  0.2000  1.4449
121.6050 25.0050  0.2000  1.4768
121.6050 24.9900  0.2000  1.4064
121.6050 24.9750  0.2000  1.2287
121.3500 25.2000  0.4000  1.1400
121.3500 25.1850  0.4000  1.1400
121.3500 25.1700  0.4000  1.1400
121.3500 25.1550  0.4000  1.1400
121.3500 25.1400  0.4000  1.1400
121.3500 25.1250  0.4000  1.1400
121.3500 25.1100  0.4000  1.1400
121.3500 25.0950  0.4000  1.1400
121.3500 25.0800  0.4000  1.1400
121.3500 25.0650  0.4000  1.1400
121.3500 25.0500  0.4000  1.1400
121.3500 25.0350  0.4000  1.1400
121.3500 25.0200  0.4000  1.1400
121.3500 25.0050  0.4000  1.1400
121.3500 24.9900  0.4000  1.1400
121.3500 24.9750  0.4000  1.1400
121.3670 25.2000  0.4000  1.1400
121.3670 25.1850  0.4000  1.1400
121.3670 25.1700  0.4000  1.1368
121.3670 25.1550  0.4000  1.1315
121.3670 25.1400  0.4000  1.1253
121.3670 25.1250  0.4000  1.1228
121.3670 25.1100  0.4000  1.1256
121.3670 25.0950  0.4000  1.1309
121.3670 25.0800  0.4000  1.1359
121.3670 25.0650  0.4000  1.1373
121.3670 25.0500  0.4000  1.1346
121.3670 25.0350  0.4000  1.1339
121.3670 25.0200  0.4000  1.1409
121.3670 25.0050  0.4000  1.1480
121.3670 24.9900  0.4000  1.1402
121.3670 24.9750  0.4000  1.1372
121.3840 25.2000  0.4000  1.1400
121.3840 25.1850  0.4000  1.1368
121.3840 25.1700  0.4000  1.1268
121.3840 25.1550  0.4000  1.1222
121.3840 25.1400  0.4000  1.1365
121.3840 25.1250  0.4000  1.1673
121.3840 25.1100  0.4000  1.1908
121.3840 25.0950  0.4000  1.1833
121.3840 25.0800  0.4000  1.1413
121.3840 25.0650  0.4000  1.0786
121.3840 25.0500  0.4000  1.0300
121.3840 25.0350  0.4000  1.0244
121.3840 25.0200  0.4000  1.0624
121.3840 25.0050  0.4000  1.0914
121.3840 24.9900  0.4000  1.0784
121.3840 24.9750  0.4000  1.0927
121.4010 25.2000  0.4000  1.1400
121.4010 25.1850  0.4000  1.1330
121.4010 25.1700  0.4000  1.1271
121.4010 25.1550  0.4000  1.1427
121.4010 25.1400  0.4000  1.2034
121.4010 25.1250  0.4000  1.2947
121.4010 25.1100  0.4000  1.3531
121.4010 25.0950  0.4000  1.3228
121.4010 25.0800  0.4000  1.2074
121.4010 25.0650  0.4000  1.0510
121.4010 25.0500  0.4000  0.9319
121.4010 25.0350  0.4000  0.9284
121.4010 25.0200  0.4000  1.0381
121.4010 25.0050  0.4000  1.1055
121.4010 24.9900  0.4000  1.0334
121.4010 24.9750  0.4000  1.0433
121.4180 25.2000  0.4000  1.1400
121.4180 25.1850  0.4000  1.1319
121.4180 25.1700  0.4000  1.1433
121.4180 25.1550  0.4000  1.2035
121.4180 25.1400  0.4000  1.3494
121.4180 25.1250  0.4000  1.5454
121.4180 25.1100  0.4000  1.6578
121.4180 25.0950  0.4000  1.5807
121.4180 25.0800  0.4000  1.3696
121.4180 25.0650  0.4000  1.0946
121.4180 25.0500  0.4000  0.8922
121.4180 25.0350  0.4000  0.9209
121.4180 25.0200  0.4000  1.1727
121.4180 25.0050  0.4000  1.2035
121.4180 24.9900  0.4000  0.9661
121.4180 24.9750  0.4000  0.9812
121.4350 25.2000  0.4000  1.1400
121.4350 25.1850  0.4000  1.1370
121.4350 25.1700  0.4000  1.1581
121.4350 25.1550  0.4000  1.2617
121.4350 25.1400  0.4000  1.5035
121.4350 25.1250  0.4000  1.8262
121.4350 25.1100  0.4000  1.9718
121.4350 25.0950  0.4000  1.8202
121.4350 25.0800  0.4000  1.5723
121.4350 25.0650  0.4000  1.2627
121.4350 25.0500  0.4000  1.0387
121.4350 25.0350  0.4000  1.0893
121.4350 25.0200  0.4000  1.3805
121.4350 25.0050  0.4000  1.2030
121.4350 24.9900  0.4000  0.8767
121.4350 24.9750  0.4000  0.9331
121.4520 25.2000  0.4000  1.1400
121.4520 25.1850  0.4000  1.1431
121.4520 25.1700  0.4000  1.1305
121.4520 25.1550  0.4000  1.2162
121.4520 25.1400  0.4000  1.4805
121.4520 25.1250  0.4000  1.8301
121.4520 25.1100  0.4000  1.8207
121.4520 25.0950  0.4000  1.6120
121.4520 25.0800  0.4000  1.5265
121.4520 25.0650  0.4000  1.2363
121.4520 25.0500  0.4000  0.9891
121.4520 25.0350  0.4000  1.0178
121.4520 25.0200  0.4000  1.2115
121.4520 25.0050  0.4000  1.0710
121.4520 24.9900  0.4000  0.9337
121.4520 24.9750  0.4000  0.9946
121.4690 25.2000  0.4000  1.1400
121.4690 25.1850  0.4000  1.1367
121.4690 25.1700  0.4000  1.0306
121.4690 25.1550  0.4000  0.9908
121.4690 25.1400  0.4000  1.1163
121.4690 25.1250  0.4000  1.4562
121.4690 25.1100  0.4000  1.3546
121.4690 25.0950  0.4000  1.1736
121.4690 25.0800  0.4000  1.3047
121.4690 25.0650  0.4000  1.0615
121.4690 25.0500  0.4000  0.8970
121.4690 25.0350  0.4000  0.8017
121.4690 25.0200  0.4000  0.7864
121.4690 25.0050  0.4000  1.0626
121.4690 24.9900  0.4000  1.1309
121.4690 24.9750  0.4000  1.1189
121.4860 25.2000  0.4000  1.1400
121.4860 25.1850  0.4000  1.1106
121.4860 25.1700  0.4000  0.9140
121.4860 25.1550  0.4000  0.6834
121.4860 25.1400  0.4000  0.5419
121.4860 25.1250  0.4000  1.0218
121.4860 25.1100  0.4000  0.9579
121.4860 25.0950  0.4000  0.7473
121.4860 25.0800  0.4000  1.0100
121.4860 25.0650  0.4000  0.9695
121.4860 25.0500  0.4000  1.0058
121.4860 25.0350  0.4000  1.1144
121.4860 25.0200  0.4000  1.0974
121.4860 25.0050  0.4000  1.2703
121.4860 24.9900  0.4000  1.1991
121.4860 24.9750  0.4000  1.1490
121.5030 25.2000  0.4000  1.1400
121.5030 25.1850  0.4000  1.1167
121.5030 25.1700  0.4000  0.9433
121.5030 25.1550  0.4000  0.7541
121.5030 25.1400  0.4000  0.6797
121.5030 25.1250  0.4000  1.0348
121.5030 25.1100  0.4000  0.8623
121.5030 25.0950  0.4000  0.7728
121.5030 25.0800  0.4000  1.0666
121.5030 25.0650  0.4000  0.9719
121.5030 25.0500  0.4000  1.0108
121.5030 25.0350  0.4000  1.2274
121.5030 25.0200  0.4000  1.0420
121.5030 25.0050  0.4000  0.9466
121.5030 24.9900  0.4000  1.0405
121.5030 24.9750  0.4000  1.1189
121.5200 25.2000  0.4000  1.1400
121.5200 25.1850  0.4000  1.1368
121.5200 25.1700  0.4000  1.0677
121.5200 25.1550  0.4000  1.0457
121.5200 25.1400  0.4000  1.1556
121.5200 25.1250  0.4000  1.3984
121.5200 25.1100  0.4000  1.4279
121.5200 25.0950  0.4000  1.6219
121.5200 25.0800  0.4000  1.9101
121.5200 25.0650  0.4000  1.7522
121.5200 25.0500  0.4000  1.5377
121.5200 25.0350  0.4000  1.3839
121.5200 25.0200  0.4000  1.0684
121.5200 25.0050  0.4000  0.9811
121.5200 24.9900  0.4000  1.1808
121.5200 24.9750  0.4000  1.2313
121.5370 25.2000  0.4000  1.1400
121.5370 25.1850  0.4000  1.1410
121.5370 25.1700  0.4000  1.1493
121.5370 25.1550  0.4000  1.2184
121.5370 25.1400  0.4000  1.3968
121.5370 25.1250  0.4000  1.6219
121.5370 25.1100  0.4000  1.6877
121.5370 25.0950  0.4000  1.7973
121.5370 25.0800  0.4000  1.9882
121.5370 25.0650  0.4000  1.8922
121.5370 25.0500  0.4000  1.5671
121.5370 25.0350  0.4000  1.4294
