   3.6201477       4.6152248       4.5308480       4.6152248       4.5308480       1.0000000    
   2.0510290       1.9551678       1.9683578       1.9551678       1.9683578       1.0000000    
   4.3170624       6.3519897       6.6827588       6.3519897       6.6827588       1.0000000    
   5.7036657       5.3445635       6.0484257       5.3445635       6.0484257       1.0000000    
   3.4588490       4.1660209       4.1773539       4.1660209       4.1773539       1.0000000    
   5.5487218       5.9674468       5.1046200       5.9674468       5.1046200       1.0000000    
   3.0286429       3.5973394       2.1773133       3.5973394       2.1773133       1.0000000    
   4.7337689       4.4781294       3.6554201       4.4781294       3.6554201       1.0000000    
   2.8217649       3.1586330       2.1312425       3.1586330       2.1312425       1.0000000    
   4.4877057       5.9938579       5.9915962       5.9938579       5.9915962       1.0000000    
   4.7260647       6.6702976       7.5981750       6.6702976       7.5981750       1.0000000    
   2.5051346       3.1157012       3.0587723       3.1157012       3.0587723       1.0000000    
   3.8786395       3.0529521       4.3240128       3.0529521       4.3240128       1.0000000    
   4.8622446       3.5419319       2.3409941       3.5419319       2.3409941       1.0000000    
   5.5803876       4.5872569       3.9298506       4.5872569       3.9298506       1.0000000    
   5.8009815       4.9580936       5.7096272       4.9580936       5.7096272       1.0000000    
   7.8702402       6.0251427       6.2166195       6.0251427       6.2166195       1.0000000    
   10.559897       9.6168900       10.037925       9.6168900       10.037925       1.0000000    
   10.669224       8.6225119       7.8797812       8.6225119       7.8797812       1.0000000    
   4.7187829       6.8265085       6.4997010       6.8265085       6.4997010       1.0000000    
   3.8494072       3.8001661       4.1170130       3.8001661       4.1170130       1.0000000    
   5.2110510       5.2385502       3.8859441       5.2385502       3.8859441       1.0000000    
   6.5716662       6.6864858       7.3673387       6.6864858       7.3673387       1.0000000    
   4.2601862       4.1978512       3.4748666       4.1978512       3.4748666       1.0000000    
   7.3651180       5.1726923       3.5005312       5.1726923       3.5005312       1.0000000    
   8.5625715       9.5233965       8.9008017       9.5233965       8.9008017       1.0000000    
   3.0976670       2.8420858       3.8672497       2.8420858       3.8672497       1.0000000    
   5.6911740       5.6221681       5.6125975       5.6221681       5.6125975       1.0000000    
   4.3625073       4.0149994       2.4169016       4.0149994       2.4169016       1.0000000    
   3.1870484       4.1625028       4.1336555       4.1625028       4.1336555       1.0000000    
   6.4113975       7.6922636       7.9153056       7.6922636       7.9153056       1.0000000    
   7.2146192       7.8705573       7.9984689       7.8705573       7.9984689       1.0000000    
   5.1858945       5.4070501       4.8466301       5.4070501       4.8466301       1.0000000    
   2.5958760       2.9289844       3.1162977       2.9289844       3.1162977       1.0000000    
   2.7678666       3.2045460       2.9166138       3.2045460       2.9166138       1.0000000    
   6.5501633       7.3870592       7.4859009       7.3870592       7.4859009       1.0000000    
   3.6612406       3.8651662       2.6302016       3.8651662       2.6302016       1.0000000    
   7.2453113       8.2663841       8.9448290       8.2663841       8.9448290       1.0000000    
   4.1015043       4.8777189       4.7858863       4.8777189       4.7858863       1.0000000    
   6.1540666       6.1722145       5.7568440       6.1722145       5.7568440       1.0000000    
   3.7070427       4.6412258       4.6280184       4.6412258       4.6280184       1.0000000    
   3.9585075       4.5831308       4.8690128       4.5831308       4.8690128       1.0000000    
   5.7319613       7.0700555       6.9059777       7.0700555       6.9059777       1.0000000    
   3.6201477       4.4895401       4.4040723       4.4895401       4.4040723       1.0000000    
   2.0510290       1.8466989       1.9441034       1.8466989       1.9441034       1.0000000    
   4.3170624       6.1953321       6.6010132       6.1953321       6.6010132       1.0000000    
   5.7036657       5.0277009       5.9289665       5.0277009       5.9289665       1.0000000    
   3.4588490       4.0960388       4.0740271       4.0960388       4.0740271       1.0000000    
   5.5487218       5.7918835       5.1377053       5.7918835       5.1377053       1.0000000    
   3.0286429       3.4970407       2.1120243       3.4970407       2.1120243       1.0000000    
   4.7337689       4.3699098       3.5998242       4.3699098       3.5998242       1.0000000    
   2.8217649       3.0741439       2.1756089       3.0741439       2.1756089       1.0000000    
   4.4877057       5.8323870       6.0644670       5.8323870       6.0644670       1.0000000    
   4.7260647       6.4735527       7.3729563       6.4735527       7.3729563       1.0000000    
   2.5051346       3.0240946       2.9334130       3.0240946       2.9334130       1.0000000    
   3.8786395       2.9032731       4.1350098       2.9032731       4.1350098       1.0000000    
   9.0327721       6.4555912       4.7919216       6.4555912       4.7919216       1.0000000    
   4.8622446       3.4490442       2.3131516       3.4490442       2.3131516       1.0000000    
   5.5803876       4.4812536       3.9298506       4.4812536       3.9298506       1.0000000    
   5.8009815       4.8592830       5.5037775       4.8592830       5.5037775       1.0000000    
   7.8702402       5.9070654       6.3214779       5.9070654       6.3214779       1.0000000    
   10.559897       9.5040560       9.8323069       9.5040560       9.8323069       1.0000000    
   10.669224       8.4743433       7.8972793       8.4743433       7.8972793       1.0000000    
   4.7187829       6.6914701       6.6089396       6.6914701       6.6089396       1.0000000    
   3.8494072       3.7444534       4.1391473       3.7444534       4.1391473       1.0000000    
   5.2110510       5.1914163       3.6594458       5.1914163       3.6594458       1.0000000    
   6.5716662       6.5299459       7.1508880       6.5299459       7.1508880       1.0000000    
   11.004707       11.656439       11.632883       11.656439       11.632883       1.0000000    
   4.2601862       4.1762462       3.2274137       4.1762462       3.2274137       1.0000000    
   7.3651180       5.0713696       3.5580282       5.0713696       3.5580282       1.0000000    
   8.5625715       9.3994570       8.8183022       9.3994570       8.8183022       1.0000000    
   3.0976670       2.7936249       3.9612110       2.7936249       3.9612110       1.0000000    
   5.6911740       5.5367765       5.5632200       5.5367765       5.5632200       1.0000000    
   4.3625073       3.9275942       2.3106501       3.9275942       2.3106501       1.0000000    
   3.1870484       4.0608940       4.1176338       4.0608940       4.1176338       1.0000000    
   6.4113975       7.5839243       7.9644690       7.5839243       7.9644690       1.0000000    
   7.2146192       7.7276144       7.9896116       7.7276144       7.9896116       1.0000000    
   5.1858945       5.3712249       4.5771356       5.3712249       4.5771356       1.0000000    
   2.5958760       2.8709130       2.9803398       2.8709130       2.9803398       1.0000000    
   2.7678666       3.0936830       2.9043720       3.0936830       2.9043720       1.0000000    
   6.5501633       7.2165599       7.3186183       7.2165599       7.3186183       1.0000000    
   3.6612406       3.8275986       2.6077211       3.8275986       2.6077211       1.0000000    
   7.2453113       8.0890369       8.8465338       8.0890369       8.8465338       1.0000000    
   4.1015043       4.7682643       4.7197976       4.7682643       4.7197976       1.0000000    
   6.1540666       6.1133709       5.7676349       6.1133709       5.7676349       1.0000000    
   3.7070427       4.4678226       4.4184060       4.4678226       4.4184060       1.0000000    
   3.9585075       4.4450984       4.8870463       4.4450984       4.8870463       1.0000000    
   5.7319613       6.9429040       6.9394207       6.9429040       6.9394207       1.0000000    
   3.6201477       4.3483005       4.2291446       4.3483005       4.2291446       1.0000000    
   5.1804414       3.5873108       3.9727311       3.5873108       3.9727311       1.0000000    
   4.3170624       6.0164738       6.3300037       6.0164738       6.3300037       1.0000000    
   7.4021749       7.1526842       7.9083066       7.1526842       7.9083066       1.0000000    
   10.538992       9.2437706       8.6102877       9.2437706       8.6102877       1.0000000    
   5.7036657       4.7410364       5.9289665       4.7410364       5.9289665       1.0000000    
   3.4588490       4.0407462       3.9349818       4.0407462       3.9349818       1.0000000    
   5.5487218       5.6346731       5.0169277       5.6346731       5.0169277       1.0000000    
   3.0286429       3.3826880       2.2204127       3.3826880       2.2204127       1.0000000    
   4.7337689       4.2579508       3.5221496       4.2579508       3.5221496       1.0000000    
   2.8217649       3.0064054       2.3205304       3.0064054       2.3205304       1.0000000    
   4.4877057       5.6679616       6.0076385       5.6679616       6.0076385       1.0000000    
   8.0264454       9.1080933       8.9083738       9.1080933       8.9083738       1.0000000    
   8.4986801       8.8377256       13.685475      0.51236391      0.79341042      5.79746328E-02
   8.3827581       7.8005347       7.3339968       7.8005347       7.3339968       1.0000000    
   4.7260647       6.2661724       7.1498709       6.2661724       7.1498709       1.0000000    
   2.5051346       2.9231052       2.6565583       2.9231052       2.6565583       1.0000000    
   3.8786395       2.7577946       4.2113347       2.7577946       4.2113347       1.0000000    
